invoice_date,Product,shopping_mall,daily_demand
2023-03-03,Powdered milk 20% mg,Metrocity,0.0
2023-03-03,Powdered milk 20% mg,Metropol AVM,0.0
2023-03-03,Powdered milk 20% mg,Viaport Outlet,5.0
2023-03-03,Powdered milk 20% mg,Zorlu Center,2.0
2023-03-03,Powdered milk 26% mg,Cevahir AVM,0.0
2023-03-03,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-03-03,Powdered milk 26% mg,Forum Istanbul,0.0
2023-03-03,Powdered milk 26% mg,Istinye Park,7.0
2023-03-03,Powdered milk 26% mg,Kanyon,0.0
2023-03-03,Powdered milk 26% mg,Mall of Istanbul,2.0
2023-03-03,Powdered milk 26% mg,Metrocity,0.0
2023-03-03,Powdered milk 26% mg,Metropol AVM,0.0
2023-03-03,Powdered milk 26% mg,Viaport Outlet,2.0
2023-03-03,Powdered milk 26% mg,Zorlu Center,0.0
2023-03-03,Powdered milk 28% mg,Cevahir AVM,0.0
2023-03-03,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-03-03,Powdered milk 28% mg,Forum Istanbul,0.0
2023-03-03,Powdered milk 28% mg,Istinye Park,3.0
2023-03-03,Powdered milk 28% mg,Kanyon,2.0
2023-03-03,Powdered milk 28% mg,Mall of Istanbul,3.0
2023-03-03,Powdered milk 28% mg,Metrocity,3.0
2023-03-03,Powdered milk 28% mg,Metropol AVM,0.0
2023-03-03,Powdered milk 28% mg,Viaport Outlet,0.0
2023-03-03,Powdered milk 28% mg,Zorlu Center,7.0
2023-03-03,Powdered whey,Cevahir AVM,0.0
2023-03-03,Powdered whey,Emaar Square Mall,0.0
2023-03-03,Powdered whey,Forum Istanbul,0.0
2023-03-03,Powdered whey,Istinye Park,0.0
2023-03-03,Powdered whey,Kanyon,4.0
2023-03-03,Powdered whey,Mall of Istanbul,3.0
2023-03-03,Powdered whey,Metrocity,4.0
2023-03-03,Powdered whey,Metropol AVM,0.0
2023-03-03,Powdered whey,Viaport Outlet,6.0
2023-03-03,Powdered whey,Zorlu Center,0.0
2023-03-03,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-03-03,Skimmed pasteurized milk,Emaar Square Mall,5.0
2023-03-03,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-03-03,Skimmed pasteurized milk,Istinye Park,0.0
2023-03-03,Skimmed pasteurized milk,Kanyon,0.0
2023-03-03,Skimmed pasteurized milk,Mall of Istanbul,0.0
2023-03-03,Skimmed pasteurized milk,Metrocity,0.0
2023-03-03,Skimmed pasteurized milk,Metropol AVM,0.0
2023-03-03,Skimmed pasteurized milk,Viaport Outlet,0.0
2023-03-03,Skimmed pasteurized milk,Zorlu Center,0.0
2023-03-03,Skimmed powdered milk,Cevahir AVM,0.0
2023-03-03,Skimmed powdered milk,Emaar Square Mall,0.0
2023-03-03,Skimmed powdered milk,Forum Istanbul,0.0
2023-03-03,Skimmed powdered milk,Istinye Park,0.0
2023-03-03,Skimmed powdered milk,Kanyon,0.0
2023-03-03,Skimmed powdered milk,Mall of Istanbul,4.0
2023-03-03,Skimmed powdered milk,Metrocity,4.0
2023-03-03,Skimmed powdered milk,Metropol AVM,0.0
2023-03-03,Skimmed powdered milk,Viaport Outlet,3.0
2023-03-03,Skimmed powdered milk,Zorlu Center,0.0
2023-03-03,Small cheese,Cevahir AVM,0.0
2023-03-03,Small cheese,Emaar Square Mall,2.0
2023-03-03,Small cheese,Forum Istanbul,3.0
2023-03-03,Small cheese,Istinye Park,3.0
2023-03-03,Small cheese,Kanyon,3.0
2023-03-03,Small cheese,Mall of Istanbul,0.0
2023-03-03,Small cheese,Metrocity,7.0
2023-03-03,Small cheese,Metropol AVM,2.0
2023-03-03,Small cheese,Viaport Outlet,0.0
2023-03-03,Small cheese,Zorlu Center,0.0
2023-03-03,Sterilized semi-skimmed milk,Cevahir AVM,2.0
2023-03-03,Sterilized semi-skimmed milk,Emaar Square Mall,1.0
2023-03-03,Sterilized semi-skimmed milk,Forum Istanbul,0.0
2023-03-03,Sterilized semi-skimmed milk,Istinye Park,0.0
2023-03-03,Sterilized semi-skimmed milk,Kanyon,3.0
2023-03-03,Sterilized semi-skimmed milk,Mall of Istanbul,0.0
2023-03-03,Sterilized semi-skimmed milk,Metrocity,8.0
2023-03-03,Sterilized semi-skimmed milk,Metropol AVM,0.0
2023-03-03,Sterilized semi-skimmed milk,Viaport Outlet,0.0
2023-03-03,Sterilized semi-skimmed milk,Zorlu Center,0.0
2023-03-03,Sterilized skimmed milk,Cevahir AVM,0.0
2023-03-03,Sterilized skimmed milk,Emaar Square Mall,0.0
2023-03-03,Sterilized skimmed milk,Forum Istanbul,4.0
2023-03-03,Sterilized skimmed milk,Istinye Park,6.0
2023-03-03,Sterilized skimmed milk,Kanyon,0.0
2023-03-03,Sterilized skimmed milk,Mall of Istanbul,0.0
2023-03-03,Sterilized skimmed milk,Metrocity,5.0
2023-03-03,Sterilized skimmed milk,Metropol AVM,3.0
2023-03-03,Sterilized skimmed milk,Viaport Outlet,0.0
2023-03-03,Sterilized skimmed milk,Zorlu Center,0.0
2023-03-03,Sterilized whole milk,Cevahir AVM,0.0
2023-03-03,Sterilized whole milk,Emaar Square Mall,0.0
2023-03-03,Sterilized whole milk,Forum Istanbul,0.0
2023-03-03,Sterilized whole milk,Istinye Park,0.0
2023-03-03,Sterilized whole milk,Kanyon,7.0
2023-03-03,Sterilized whole milk,Mall of Istanbul,2.0
2023-03-03,Sterilized whole milk,Metrocity,0.0
2023-03-03,Sterilized whole milk,Metropol AVM,3.0
2023-03-03,Sterilized whole milk,Viaport Outlet,2.0
2023-03-03,Sterilized whole milk,Zorlu Center,0.0
2023-03-03,Sweetened condensed milk,Cevahir AVM,0.0
2023-03-03,Sweetened condensed milk,Emaar Square Mall,0.0
2023-03-03,Sweetened condensed milk,Forum Istanbul,0.0
2023-03-03,Sweetened condensed milk,Istinye Park,0.0
2023-03-03,Sweetened condensed milk,Kanyon,5.0
2023-03-03,Sweetened condensed milk,Mall of Istanbul,0.0
2023-03-03,Sweetened condensed milk,Metrocity,0.0
2023-03-03,Sweetened condensed milk,Metropol AVM,3.0
2023-03-03,Sweetened condensed milk,Viaport Outlet,0.0
2023-03-03,Sweetened condensed milk,Zorlu Center,0.0
2023-03-03,Total powdered milk,Cevahir AVM,5.0
2023-03-03,Total powdered milk,Emaar Square Mall,1.0
2023-03-03,Total powdered milk,Forum Istanbul,0.0
2023-03-03,Total powdered milk,Istinye Park,0.0
2023-03-03,Total powdered milk,Kanyon,4.0
2023-03-03,Total powdered milk,Mall of Istanbul,3.0
2023-03-03,Total powdered milk,Metrocity,3.0
2023-03-03,Total powdered milk,Metropol AVM,0.0
2023-03-03,Total powdered milk,Viaport Outlet,0.0
2023-03-03,Total powdered milk,Zorlu Center,3.0
2023-03-03,Yogurt,Cevahir AVM,0.0
2023-03-03,Yogurt,Emaar Square Mall,0.0
2023-03-03,Yogurt,Forum Istanbul,0.0
2023-03-03,Yogurt,Istinye Park,5.0
2023-03-03,Yogurt,Kanyon,2.0
2023-03-03,Yogurt,Mall of Istanbul,6.0
2023-03-03,Yogurt,Metrocity,5.0
2023-03-03,Yogurt,Metropol AVM,0.0
2023-03-03,Yogurt,Viaport Outlet,5.0
2023-03-03,Yogurt,Zorlu Center,0.0
2023-03-03,chocolate milk,Cevahir AVM,0.0
2023-03-03,chocolate milk,Emaar Square Mall,0.0
2023-03-03,chocolate milk,Forum Istanbul,0.0
2023-03-03,chocolate milk,Istinye Park,5.0
2023-03-03,chocolate milk,Kanyon,12.0
2023-03-03,chocolate milk,Mall of Istanbul,0.0
2023-03-03,chocolate milk,Metrocity,1.0
2023-03-03,chocolate milk,Metropol AVM,3.0
2023-03-03,chocolate milk,Viaport Outlet,0.0
2023-03-03,chocolate milk,Zorlu Center,1.0
2023-03-04,Butter,Cevahir AVM,0.0
2023-03-04,Butter,Emaar Square Mall,5.0
2023-03-04,Butter,Forum Istanbul,1.0
2023-03-04,Butter,Istinye Park,0.0
2023-03-04,Butter,Kanyon,6.0
2023-03-04,Butter,Mall of Istanbul,0.0
2023-03-04,Butter,Metrocity,0.0
2023-03-04,Butter,Metropol AVM,0.0
2023-03-04,Butter,Viaport Outlet,0.0
2023-03-04,Butter,Zorlu Center,4.0
2023-03-04,Cheese,Cevahir AVM,5.0
2023-03-04,Cheese,Emaar Square Mall,0.0
2023-03-04,Cheese,Forum Istanbul,4.0
2023-03-04,Cheese,Istinye Park,0.0
2023-03-04,Cheese,Kanyon,0.0
2023-03-04,Cheese,Mall of Istanbul,2.0
2023-03-04,Cheese,Metrocity,1.0
2023-03-04,Cheese,Metropol AVM,0.0
2023-03-04,Cheese,Viaport Outlet,0.0
2023-03-04,Cheese,Zorlu Center,0.0
2023-03-04,Condensed milk,Cevahir AVM,3.0
2023-03-04,Condensed milk,Emaar Square Mall,0.0
2023-03-04,Condensed milk,Forum Istanbul,0.0
2023-03-04,Condensed milk,Istinye Park,0.0
2023-03-04,Condensed milk,Kanyon,4.0
2023-03-04,Condensed milk,Mall of Istanbul,0.0
2023-03-04,Condensed milk,Metrocity,6.0
2023-03-04,Condensed milk,Metropol AVM,4.0
2023-03-04,Condensed milk,Viaport Outlet,0.0
2023-03-04,Condensed milk,Zorlu Center,0.0
2023-03-04,Cream,Cevahir AVM,0.0
2023-03-04,Cream,Emaar Square Mall,0.0
2023-03-04,Cream,Forum Istanbul,0.0
2023-03-04,Cream,Istinye Park,0.0
2023-03-04,Cream,Kanyon,2.0
2023-03-04,Cream,Mall of Istanbul,0.0
2023-03-04,Cream,Metrocity,3.0
2023-03-04,Cream,Metropol AVM,0.0
2023-03-04,Cream,Viaport Outlet,0.0
2023-03-04,Cream,Zorlu Center,3.0
2023-03-04,Cultured milk,Cevahir AVM,0.0
2023-03-04,Cultured milk,Emaar Square Mall,0.0
2023-03-04,Cultured milk,Forum Istanbul,0.0
2023-03-04,Cultured milk,Istinye Park,0.0
2023-03-04,Cultured milk,Kanyon,10.0
2023-03-04,Cultured milk,Mall of Istanbul,2.0
2023-03-04,Cultured milk,Metrocity,0.0
2023-03-04,Cultured milk,Metropol AVM,0.0
2023-03-04,Cultured milk,Viaport Outlet,0.0
2023-03-04,Cultured milk,Zorlu Center,0.0
2023-03-04,Evaporated milk,Cevahir AVM,0.0
2023-03-04,Evaporated milk,Emaar Square Mall,0.0
2023-03-04,Evaporated milk,Forum Istanbul,1.0
2023-03-04,Evaporated milk,Istinye Park,0.0
2023-03-04,Evaporated milk,Kanyon,3.0
2023-03-04,Evaporated milk,Mall of Istanbul,3.0
2023-03-04,Evaporated milk,Metrocity,3.0
2023-03-04,Evaporated milk,Metropol AVM,4.0
2023-03-04,Evaporated milk,Viaport Outlet,0.0
2023-03-04,Evaporated milk,Zorlu Center,0.0
2023-03-04,Flavored sterilized milk,Cevahir AVM,0.0
2023-03-04,Flavored sterilized milk,Emaar Square Mall,0.0
2023-03-04,Flavored sterilized milk,Forum Istanbul,0.0
2023-03-04,Flavored sterilized milk,Istinye Park,0.0
2023-03-04,Flavored sterilized milk,Kanyon,6.0
2023-03-04,Flavored sterilized milk,Mall of Istanbul,0.0
2023-03-04,Flavored sterilized milk,Metrocity,0.0
2023-03-04,Flavored sterilized milk,Metropol AVM,0.0
2023-03-04,Flavored sterilized milk,Viaport Outlet,0.0
2023-03-04,Flavored sterilized milk,Zorlu Center,0.0
2023-03-04,Modified milk,Cevahir AVM,0.0
2023-03-04,Modified milk,Emaar Square Mall,0.0
2023-03-04,Modified milk,Forum Istanbul,4.0
2023-03-04,Modified milk,Istinye Park,0.0
2023-03-04,Modified milk,Kanyon,1.0
2023-03-04,Modified milk,Mall of Istanbul,3.0
2023-03-04,Modified milk,Metrocity,0.0
2023-03-04,Modified milk,Metropol AVM,9.0
2023-03-04,Modified milk,Viaport Outlet,0.0
2023-03-04,Modified milk,Zorlu Center,0.0
2023-03-04,Pasteurized milk 2.5% mg,Cevahir AVM,3.0
2023-03-04,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-03-04,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-03-04,Pasteurized milk 2.5% mg,Istinye Park,3.0
2023-03-04,Pasteurized milk 2.5% mg,Kanyon,5.0
2023-03-04,Pasteurized milk 2.5% mg,Mall of Istanbul,4.0
2023-03-04,Pasteurized milk 2.5% mg,Metrocity,0.0
2023-03-04,Pasteurized milk 2.5% mg,Metropol AVM,5.0
2023-03-04,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-03-04,Pasteurized milk 2.5% mg,Zorlu Center,4.0
2023-03-04,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-03-04,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-03-04,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-03-04,Pasteurized milk 3.0% mg,Istinye Park,0.0
2023-03-04,Pasteurized milk 3.0% mg,Kanyon,5.0
2023-03-04,Pasteurized milk 3.0% mg,Mall of Istanbul,7.0
2023-03-04,Pasteurized milk 3.0% mg,Metrocity,0.0
2023-03-04,Pasteurized milk 3.0% mg,Metropol AVM,0.0
2023-03-04,Pasteurized milk 3.0% mg,Viaport Outlet,5.0
2023-03-04,Pasteurized milk 3.0% mg,Zorlu Center,0.0
2023-03-04,Powdered milk 12% mg,Cevahir AVM,0.0
2023-03-04,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-03-04,Powdered milk 12% mg,Forum Istanbul,0.0
2023-03-04,Powdered milk 12% mg,Istinye Park,0.0
2023-03-04,Powdered milk 12% mg,Kanyon,0.0
2023-03-04,Powdered milk 12% mg,Mall of Istanbul,5.0
2023-03-04,Powdered milk 12% mg,Metrocity,0.0
2023-03-04,Powdered milk 12% mg,Metropol AVM,1.0
2023-03-04,Powdered milk 12% mg,Viaport Outlet,0.0
2023-03-04,Powdered milk 12% mg,Zorlu Center,0.0
2023-03-04,Powdered milk 18% mg,Cevahir AVM,0.0
2023-03-04,Powdered milk 18% mg,Emaar Square Mall,5.0
2023-03-04,Powdered milk 18% mg,Forum Istanbul,0.0
2023-03-04,Powdered milk 18% mg,Istinye Park,1.0
2023-03-04,Powdered milk 18% mg,Kanyon,8.0
2023-03-04,Powdered milk 18% mg,Mall of Istanbul,14.0
2023-03-04,Powdered milk 18% mg,Metrocity,8.0
2023-03-04,Powdered milk 18% mg,Metropol AVM,0.0
2023-03-04,Powdered milk 18% mg,Viaport Outlet,0.0
2023-03-04,Powdered milk 18% mg,Zorlu Center,3.0
2023-03-04,Powdered milk 20% mg,Cevahir AVM,0.0
2023-03-04,Powdered milk 20% mg,Emaar Square Mall,0.0
2023-03-04,Powdered milk 20% mg,Forum Istanbul,0.0
2023-03-04,Powdered milk 20% mg,Istinye Park,0.0
2023-03-04,Powdered milk 20% mg,Kanyon,0.0
2023-03-04,Powdered milk 20% mg,Mall of Istanbul,4.0
2023-03-04,Powdered milk 20% mg,Metrocity,0.0
2023-03-04,Powdered milk 20% mg,Metropol AVM,2.0
2023-03-04,Powdered milk 20% mg,Viaport Outlet,0.0
2023-03-04,Powdered milk 20% mg,Zorlu Center,0.0
2023-03-04,Powdered milk 26% mg,Cevahir AVM,0.0
2023-03-04,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-03-04,Powdered milk 26% mg,Forum Istanbul,0.0
2023-03-04,Powdered milk 26% mg,Istinye Park,0.0
2023-03-04,Powdered milk 26% mg,Kanyon,0.0
2023-03-04,Powdered milk 26% mg,Mall of Istanbul,5.0
2023-03-04,Powdered milk 26% mg,Metrocity,3.0
2023-03-04,Powdered milk 26% mg,Metropol AVM,5.0
2023-03-04,Powdered milk 26% mg,Viaport Outlet,0.0
2023-03-04,Powdered milk 26% mg,Zorlu Center,0.0
2023-03-04,Powdered milk 28% mg,Cevahir AVM,0.0
2023-03-04,Powdered milk 28% mg,Emaar Square Mall,4.0
2023-03-04,Powdered milk 28% mg,Forum Istanbul,0.0
2023-03-04,Powdered milk 28% mg,Istinye Park,0.0
2023-03-04,Powdered milk 28% mg,Kanyon,4.0
2023-03-04,Powdered milk 28% mg,Mall of Istanbul,0.0
2023-03-04,Powdered milk 28% mg,Metrocity,0.0
2023-03-04,Powdered milk 28% mg,Metropol AVM,2.0
2023-03-04,Powdered milk 28% mg,Viaport Outlet,0.0
2023-03-04,Powdered milk 28% mg,Zorlu Center,0.0
2023-03-04,Powdered whey,Cevahir AVM,0.0
2023-03-04,Powdered whey,Emaar Square Mall,0.0
2023-03-04,Powdered whey,Forum Istanbul,0.0
2023-03-04,Powdered whey,Istinye Park,0.0
2023-03-04,Powdered whey,Kanyon,0.0
2023-03-04,Powdered whey,Mall of Istanbul,1.0
2023-03-04,Powdered whey,Metrocity,0.0
2023-03-04,Powdered whey,Metropol AVM,5.0
2023-03-04,Powdered whey,Viaport Outlet,1.0
2023-03-04,Powdered whey,Zorlu Center,1.0
2023-03-04,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-03-04,Skimmed pasteurized milk,Emaar Square Mall,0.0
2023-03-04,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-03-04,Skimmed pasteurized milk,Istinye Park,0.0
2023-03-04,Skimmed pasteurized milk,Kanyon,6.0
2023-03-04,Skimmed pasteurized milk,Mall of Istanbul,8.0
2023-03-04,Skimmed pasteurized milk,Metrocity,5.0
2023-03-04,Skimmed pasteurized milk,Metropol AVM,1.0
2023-03-04,Skimmed pasteurized milk,Viaport Outlet,0.0
2023-03-04,Skimmed pasteurized milk,Zorlu Center,4.0
2023-03-04,Skimmed powdered milk,Cevahir AVM,0.0
2023-03-04,Skimmed powdered milk,Emaar Square Mall,0.0
2023-03-04,Skimmed powdered milk,Forum Istanbul,5.0
2023-03-04,Skimmed powdered milk,Istinye Park,0.0
2023-03-04,Skimmed powdered milk,Kanyon,12.0
2023-03-04,Skimmed powdered milk,Mall of Istanbul,0.0
2023-03-04,Skimmed powdered milk,Metrocity,0.0
2023-03-04,Skimmed powdered milk,Metropol AVM,0.0
2023-03-04,Skimmed powdered milk,Viaport Outlet,4.0
2023-03-04,Skimmed powdered milk,Zorlu Center,0.0
2023-03-04,Small cheese,Cevahir AVM,5.0
2023-03-04,Small cheese,Emaar Square Mall,0.0
2023-03-04,Small cheese,Forum Istanbul,0.0
2023-03-04,Small cheese,Istinye Park,0.0
2023-03-04,Small cheese,Kanyon,4.0
2023-03-04,Small cheese,Mall of Istanbul,1.0
2023-03-04,Small cheese,Metrocity,0.0
2023-03-04,Small cheese,Metropol AVM,2.0
2023-03-04,Small cheese,Viaport Outlet,3.0
2023-03-04,Small cheese,Zorlu Center,2.0
2023-03-04,Sterilized semi-skimmed milk,Cevahir AVM,0.0
2023-03-04,Sterilized semi-skimmed milk,Emaar Square Mall,0.0
2023-03-04,Sterilized semi-skimmed milk,Forum Istanbul,0.0
2023-03-04,Sterilized semi-skimmed milk,Istinye Park,4.0
2023-03-04,Sterilized semi-skimmed milk,Kanyon,0.0
2023-03-04,Sterilized semi-skimmed milk,Mall of Istanbul,4.0
2023-03-04,Sterilized semi-skimmed milk,Metrocity,5.0
2023-03-04,Sterilized semi-skimmed milk,Metropol AVM,1.0
2023-03-04,Sterilized semi-skimmed milk,Viaport Outlet,0.0
2023-03-04,Sterilized semi-skimmed milk,Zorlu Center,0.0
2023-03-04,Sterilized skimmed milk,Cevahir AVM,0.0
2023-03-04,Sterilized skimmed milk,Emaar Square Mall,0.0
2023-03-04,Sterilized skimmed milk,Forum Istanbul,3.0
2023-03-04,Sterilized skimmed milk,Istinye Park,0.0
2023-03-04,Sterilized skimmed milk,Kanyon,8.0
2023-03-04,Sterilized skimmed milk,Mall of Istanbul,0.0
2023-03-04,Sterilized skimmed milk,Metrocity,0.0
2023-03-04,Sterilized skimmed milk,Metropol AVM,0.0
2023-03-04,Sterilized skimmed milk,Viaport Outlet,0.0
2023-03-04,Sterilized skimmed milk,Zorlu Center,0.0
2023-03-04,Sterilized whole milk,Cevahir AVM,0.0
2023-03-04,Sterilized whole milk,Emaar Square Mall,0.0
2023-03-04,Sterilized whole milk,Forum Istanbul,0.0
2023-03-04,Sterilized whole milk,Istinye Park,6.0
2023-03-04,Sterilized whole milk,Kanyon,6.0
2023-03-04,Sterilized whole milk,Mall of Istanbul,10.0
2023-03-04,Sterilized whole milk,Metrocity,0.0
2023-03-04,Sterilized whole milk,Metropol AVM,4.0
2023-03-04,Sterilized whole milk,Viaport Outlet,1.0
2023-03-04,Sterilized whole milk,Zorlu Center,0.0
2023-03-04,Sweetened condensed milk,Cevahir AVM,0.0
2023-03-04,Sweetened condensed milk,Emaar Square Mall,0.0
2023-03-04,Sweetened condensed milk,Forum Istanbul,0.0
2023-03-04,Sweetened condensed milk,Istinye Park,0.0
2023-03-04,Sweetened condensed milk,Kanyon,10.0
2023-03-04,Sweetened condensed milk,Mall of Istanbul,9.0
2023-03-04,Sweetened condensed milk,Metrocity,2.0
2023-03-04,Sweetened condensed milk,Metropol AVM,0.0
2023-03-04,Sweetened condensed milk,Viaport Outlet,0.0
2023-03-04,Sweetened condensed milk,Zorlu Center,0.0
2023-03-04,Total powdered milk,Cevahir AVM,0.0
2023-03-04,Total powdered milk,Emaar Square Mall,0.0
2023-03-04,Total powdered milk,Forum Istanbul,0.0
2023-03-04,Total powdered milk,Istinye Park,7.0
2023-03-04,Total powdered milk,Kanyon,0.0
2023-03-04,Total powdered milk,Mall of Istanbul,9.0
2023-03-04,Total powdered milk,Metrocity,0.0
2023-03-04,Total powdered milk,Metropol AVM,0.0
2023-03-04,Total powdered milk,Viaport Outlet,1.0
2023-03-04,Total powdered milk,Zorlu Center,0.0
2023-03-04,Yogurt,Cevahir AVM,0.0
2023-03-04,Yogurt,Emaar Square Mall,4.0
2023-03-04,Yogurt,Forum Istanbul,0.0
2023-03-04,Yogurt,Istinye Park,1.0
2023-03-04,Yogurt,Kanyon,12.0
2023-03-04,Yogurt,Mall of Istanbul,8.0
2023-03-04,Yogurt,Metrocity,8.0
2023-03-04,Yogurt,Metropol AVM,5.0
2023-03-04,Yogurt,Viaport Outlet,0.0
2023-03-04,Yogurt,Zorlu Center,3.0
2023-03-04,chocolate milk,Cevahir AVM,7.0
2023-03-04,chocolate milk,Emaar Square Mall,3.0
2023-03-04,chocolate milk,Forum Istanbul,0.0
2023-03-04,chocolate milk,Istinye Park,0.0
2023-03-04,chocolate milk,Kanyon,0.0
2023-03-04,chocolate milk,Mall of Istanbul,7.0
2023-03-04,chocolate milk,Metrocity,0.0
2023-03-04,chocolate milk,Metropol AVM,0.0
2023-03-04,chocolate milk,Viaport Outlet,0.0
2023-03-04,chocolate milk,Zorlu Center,0.0
2023-03-05,Butter,Cevahir AVM,4.0
2023-03-05,Butter,Emaar Square Mall,0.0
2023-03-05,Butter,Forum Istanbul,0.0
2023-03-05,Butter,Istinye Park,0.0
2023-03-05,Butter,Kanyon,0.0
2023-03-05,Butter,Mall of Istanbul,0.0
2023-03-05,Butter,Metrocity,0.0
2023-03-05,Butter,Metropol AVM,0.0
2023-03-05,Butter,Viaport Outlet,0.0
2023-03-05,Butter,Zorlu Center,0.0
2023-03-05,Cheese,Cevahir AVM,0.0
2023-03-05,Cheese,Emaar Square Mall,0.0
2023-03-05,Cheese,Forum Istanbul,0.0
2023-03-05,Cheese,Istinye Park,0.0
2023-03-05,Cheese,Kanyon,6.0
2023-03-05,Cheese,Mall of Istanbul,3.0
2023-03-05,Cheese,Metrocity,0.0
2023-03-05,Cheese,Metropol AVM,3.0
2023-03-05,Cheese,Viaport Outlet,0.0
2023-03-05,Cheese,Zorlu Center,0.0
2023-03-05,Condensed milk,Cevahir AVM,0.0
2023-03-05,Condensed milk,Emaar Square Mall,0.0
2023-03-05,Condensed milk,Forum Istanbul,0.0
2023-03-05,Condensed milk,Istinye Park,3.0
2023-03-05,Condensed milk,Kanyon,7.0
2023-03-05,Condensed milk,Mall of Istanbul,5.0
2023-03-05,Condensed milk,Metrocity,2.0
2023-03-05,Condensed milk,Metropol AVM,0.0
2023-03-05,Condensed milk,Viaport Outlet,5.0
2023-03-05,Condensed milk,Zorlu Center,0.0
2023-03-05,Cream,Cevahir AVM,0.0
2023-03-05,Cream,Emaar Square Mall,8.0
2023-03-05,Cream,Forum Istanbul,0.0
2023-03-05,Cream,Istinye Park,0.0
2023-03-05,Cream,Kanyon,7.0
2023-03-05,Cream,Mall of Istanbul,1.0
2023-03-05,Cream,Metrocity,0.0
2023-03-05,Cream,Metropol AVM,0.0
2023-03-05,Cream,Viaport Outlet,1.0
2023-03-05,Cream,Zorlu Center,0.0
2023-03-05,Cultured milk,Cevahir AVM,0.0
2023-03-05,Cultured milk,Emaar Square Mall,0.0
2023-03-05,Cultured milk,Forum Istanbul,0.0
2023-03-05,Cultured milk,Istinye Park,0.0
2023-03-05,Cultured milk,Kanyon,0.0
2023-03-05,Cultured milk,Mall of Istanbul,0.0
2023-03-05,Cultured milk,Metrocity,2.0
2023-03-05,Cultured milk,Metropol AVM,0.0
2023-03-05,Cultured milk,Viaport Outlet,5.0
2023-03-05,Cultured milk,Zorlu Center,0.0
2023-03-05,Evaporated milk,Cevahir AVM,0.0
2023-03-05,Evaporated milk,Emaar Square Mall,0.0
2023-03-05,Evaporated milk,Forum Istanbul,0.0
2023-03-05,Evaporated milk,Istinye Park,0.0
2023-03-05,Evaporated milk,Kanyon,0.0
2023-03-05,Evaporated milk,Mall of Istanbul,0.0
2023-03-05,Evaporated milk,Metrocity,0.0
2023-03-05,Evaporated milk,Metropol AVM,0.0
2023-03-05,Evaporated milk,Viaport Outlet,0.0
2023-03-05,Evaporated milk,Zorlu Center,0.0
2023-03-05,Flavored sterilized milk,Cevahir AVM,0.0
2023-03-05,Flavored sterilized milk,Emaar Square Mall,0.0
2023-03-05,Flavored sterilized milk,Forum Istanbul,0.0
2023-03-05,Flavored sterilized milk,Istinye Park,1.0
2023-03-05,Flavored sterilized milk,Kanyon,5.0
2023-03-05,Flavored sterilized milk,Mall of Istanbul,0.0
2023-03-05,Flavored sterilized milk,Metrocity,9.0
2023-03-05,Flavored sterilized milk,Metropol AVM,0.0
2023-03-05,Flavored sterilized milk,Viaport Outlet,0.0
2023-03-05,Flavored sterilized milk,Zorlu Center,5.0
2023-03-05,Modified milk,Cevahir AVM,0.0
2023-03-05,Modified milk,Emaar Square Mall,0.0
2023-03-05,Modified milk,Forum Istanbul,0.0
2023-03-05,Modified milk,Istinye Park,11.0
2023-03-05,Modified milk,Kanyon,6.0
2023-03-05,Modified milk,Mall of Istanbul,4.0
2023-03-05,Modified milk,Metrocity,0.0
2023-03-05,Modified milk,Metropol AVM,1.0
2023-03-05,Modified milk,Viaport Outlet,0.0
2023-03-05,Modified milk,Zorlu Center,0.0
2023-03-05,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-03-05,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-03-05,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-03-05,Pasteurized milk 2.5% mg,Istinye Park,0.0
2023-03-05,Pasteurized milk 2.5% mg,Kanyon,5.0
2023-03-05,Pasteurized milk 2.5% mg,Mall of Istanbul,5.0
2023-03-05,Pasteurized milk 2.5% mg,Metrocity,8.0
2023-03-05,Pasteurized milk 2.5% mg,Metropol AVM,0.0
2023-03-05,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-03-05,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-03-05,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-03-05,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-03-05,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-03-05,Pasteurized milk 3.0% mg,Istinye Park,0.0
