customer_id,business_type,location,annual_revenue,order_frequency,total_quantity_purchased,product,quantity
8076,Wholesaler,Mbale,75947772,4,5281,Cheese,13
8077,Retailer,Mbale,43343966,15,8264,Flavored Milk,140
8078,Wholesaler,Mbale,57983904,2,7898,Powder Milk,24
8079,Wholesaler,Mbale,57375865,17,7481,Powder Milk,113
8080,Wholesaler,Mbale,88781652,19,529,Yogurt,77
8081,Wholesaler,Mbarara,86816356,16,2404,Flavored Milk,180
8082,Wholesaler,Jinja,69330303,19,4914,Powder Milk,90
8083,Wholesaler,Kampala,68290864,17,1193,Flavored Milk,18
8084,Wholesaler,Mbale,67579835,4,2383,Powder Milk,34
8085,Wholesaler,Mbale,23252388,18,5133,Cheese,74
8086,Retailer,Kampala,75592340,4,8002,Yogurt,113
8087,Retailer,Kampala,44528013,3,7624,Cream,75
8088,Wholesaler,Mbale,10639113,18,5321,Milk,192
8089,Retailer,Mbarara,71594502,5,2695,Yogurt,182
8090,Retailer,Kampala,46201116,9,5494,Flavored Milk,42
8091,Retailer,Jinja,90089214,15,6117,Butter,31
8092,Retailer,Jinja,32913063,9,888,Cheese,51
8093,Retailer,Mbarara,80593405,14,7463,Milk,164
8094,Retailer,Gulu,60961702,2,8241,Milk,20
8095,Wholesaler,Mbarara,72905298,18,5085,Flavored Milk,51
8096,Retailer,Mbale,48826634,13,2259,Milk,87
8097,Retailer,Gulu,95246273,16,9634,Flavored Milk,113
8098,Retailer,Mbale,33279536,6,5098,Milk,31
8099,Retailer,Jinja,39994309,16,2009,Milk,146
8100,Wholesaler,Kampala,28882152,4,325,Powder Milk,66
8101,Wholesaler,Mbale,6537458,10,4674,Powder Milk,92
8102,Wholesaler,Jinja,7792836,19,9701,Flavored Milk,40
8103,Wholesaler,Mbarara,5390056,11,9200,Cheese,27
8104,Retailer,Mbale,20283869,5,1891,Milk,149
8105,Wholesaler,Jinja,17001784,18,4195,Yogurt,177
8106,Wholesaler,Kampala,21243558,3,5725,Butter,131
8107,Wholesaler,Mbale,29524989,8,7107,Powder Milk,110
8108,Wholesaler,Jinja,83240355,11,8231,Cream,182
8109,Retailer,Mbale,36944657,19,537,Flavored Milk,186
8110,Wholesaler,Kampala,99171187,3,2177,Milk,138
8111,Retailer,Mbale,35006832,12,5455,Powder Milk,107
8112,Wholesaler,Mbale,5267709,15,6754,Cheese,144
8113,Retailer,Jinja,94471587,16,7315,Powder Milk,139
8114,Retailer,Gulu,65284347,5,5647,Yogurt,130
8115,Wholesaler,Mbale,74432701,19,1990,Flavored Milk,95
8116,Wholesaler,Gulu,76147258,6,7785,Yogurt,13
8117,Wholesaler,Mbarara,31286453,12,4400,Powder Milk,182
8118,Wholesaler,Mbale,73496949,19,1009,Butter,183
8119,Retailer,Gulu,48649398,9,6680,Cheese,18
8120,Retailer,Mbarara,60555720,18,5842,Flavored Milk,194
8121,Wholesaler,Jinja,6614497,3,2613,Flavored Milk,25
8122,Wholesaler,Mbale,19620513,14,513,Milk,60
8123,Retailer,Jinja,26338915,5,7721,Yogurt,61
8124,Wholesaler,Mbarara,75268382,5,8257,Flavored Milk,146
8125,Retailer,Jinja,93735731,4,968,Yogurt,92
8126,Wholesaler,Jinja,33293523,16,6137,Butter,143
8127,Retailer,Kampala,27993214,13,1663,Milk,53
8128,Retailer,Mbarara,21862274,8,9064,Cream,126
8129,Retailer,Jinja,54811869,16,2170,Butter,143
8130,Retailer,Gulu,92951812,2,3441,Milk,14
8131,Retailer,Mbarara,58072069,8,1931,Milk,183
8132,Wholesaler,Kampala,36532720,3,8981,Yogurt,36
8133,Retailer,Mbale,88154199,9,7412,Cream,123
8134,Wholesaler,Jinja,68453681,11,5051,Cream,54
8135,Retailer,Gulu,63738546,1,7306,Powder Milk,178
8136,Retailer,Kampala,85710069,1,3893,Milk,99
8137,Wholesaler,Mbarara,42238451,8,9039,Butter,37
8138,Wholesaler,Jinja,48228451,16,6179,Powder Milk,191
8139,Wholesaler,Kampala,98708494,10,3260,Butter,41
8140,Wholesaler,Kampala,63791912,2,9828,Cream,62
8141,Retailer,Gulu,26153617,16,5566,Powder Milk,80
8142,Wholesaler,Mbale,99197718,4,2581,Butter,39
8143,Retailer,Mbale,12542812,19,5537,Yogurt,62
8144,Wholesaler,Mbale,7836520,9,4603,Yogurt,168
8145,Wholesaler,Mbarara,19671317,3,2329,Cheese,149
8146,Retailer,Kampala,80602263,11,9609,Cream,18
8147,Retailer,Mbarara,88797740,8,7355,Cream,76
8148,Wholesaler,Kampala,5557004,7,9639,Flavored Milk,174
8149,Retailer,Gulu,17046961,1,5606,Cheese,123
8150,Retailer,Gulu,88652885,8,204,Cheese,165
8151,Retailer,Mbarara,79927458,17,9357,Milk,163
8152,Retailer,Mbarara,44387664,11,3715,Cream,92
8153,Retailer,Gulu,56947605,7,6777,Milk,158
8154,Retailer,Jinja,32740036,9,1164,Cheese,110
8155,Retailer,Mbale,8823448,14,749,Flavored Milk,19
8156,Retailer,Mbale,88974021,5,7615,Cheese,89
8157,Wholesaler,Gulu,54407312,18,7005,Yogurt,33
8158,Retailer,Mbale,61574814,13,7159,Butter,34
8159,Wholesaler,Jinja,48740304,5,8837,Cheese,189
8160,Retailer,Jinja,9640166,8,1063,Milk,99
8161,Retailer,Kampala,61933429,15,8781,Flavored Milk,138
8162,Retailer,Mbarara,18793149,4,61,Milk,62
8163,Retailer,Mbale,42480367,1,7524,Cream,116
8164,Wholesaler,Jinja,69861999,6,4509,Yogurt,33
8165,Wholesaler,Mbarara,44673923,19,711,Cream,36
8166,Retailer,Mbarara,50172330,12,4683,Powder Milk,116
8167,Wholesaler,Kampala,86667068,7,7431,Milk,164
8168,Retailer,Mbarara,79593818,13,5624,Cream,97
8169,Retailer,Mbarara,87877271,7,9664,Powder Milk,133
8170,Wholesaler,Gulu,63727578,9,5921,Milk,48
8171,Wholesaler,Kampala,46424430,1,9487,Flavored Milk,86
8172,Retailer,Kampala,49105457,13,629,Cream,93
8173,Retailer,Mbale,22892710,19,8503,Powder Milk,111
8174,Wholesaler,Mbarara,19570772,1,545,Flavored Milk,173
8175,Retailer,Mbale,26392242,19,4275,Milk,85
8176,Wholesaler,Jinja,96661624,18,5984,Milk,14
8177,Retailer,Mbarara,30656424,5,2186,Cheese,90
8178,Retailer,Jinja,53367273,3,5113,Yogurt,147
8179,Wholesaler,Gulu,40329901,2,5501,Powder Milk,25
8180,Wholesaler,Mbarara,30075482,10,8871,Cheese,190
8181,Wholesaler,Mbale,87291839,6,8747,Flavored Milk,151
8182,Retailer,Mbale,76072075,19,7347,Cheese,38
8183,Retailer,Mbarara,92411234,17,256,Cheese,165
8184,Retailer,Mbale,66261091,19,3180,Powder Milk,127
8185,Retailer,Mbarara,9618305,13,1904,Milk,126
8186,Wholesaler,Kampala,40512267,17,5628,Milk,154
8187,Retailer,Mbale,80762320,18,5314,Powder Milk,45
8188,Retailer,Mbarara,55096531,11,7527,Yogurt,113
8189,Retailer,Mbarara,95765929,13,1710,Butter,183
8190,Wholesaler,Mbale,11279763,11,8134,Butter,54
8191,Retailer,Kampala,83275207,19,7598,Powder Milk,112
8192,Retailer,Mbale,12694481,10,5029,Powder Milk,18
8193,Wholesaler,Mbarara,24032824,3,5096,Cheese,173
8194,Retailer,Kampala,81609041,6,8526,Yogurt,14
8195,Retailer,Jinja,69847249,7,768,Yogurt,88
8196,Wholesaler,Gulu,19385276,5,8743,Flavored Milk,82
8197,Retailer,Mbale,27574411,9,307,Milk,98
8198,Retailer,Mbarara,44727583,10,4955,Cream,187
8199,Retailer,Kampala,56876551,14,2647,Powder Milk,37
8200,Wholesaler,Kampala,92050162,11,8062,Cream,36
8201,Retailer,Jinja,83429833,17,9481,Powder Milk,119
8202,Retailer,Mbale,95330509,11,6848,Powder Milk,184
8203,Wholesaler,Kampala,83636825,7,3063,Powder Milk,170
8204,Wholesaler,Jinja,73993838,11,5274,Flavored Milk,124
8205,Retailer,Mbarara,10180445,13,4667,Butter,131
8206,Retailer,Jinja,19381111,19,5114,Yogurt,106
8207,Retailer,Mbale,29641449,6,937,Cream,175
8208,Retailer,Jinja,20483011,2,7331,Butter,145
8209,Wholesaler,Kampala,78294054,14,794,Milk,141
8210,Retailer,Kampala,54906058,16,7286,Milk,121
8211,Wholesaler,Gulu,32237527,7,3486,Powder Milk,173
8212,Wholesaler,Jinja,18067172,1,5213,Cream,116
8213,Retailer,Mbarara,33825081,2,1754,Milk,168
8214,Retailer,Mbale,89978571,9,8452,Butter,186
8215,Wholesaler,Gulu,55598852,18,4114,Cream,178
8216,Wholesaler,Jinja,14617350,18,5276,Yogurt,145
8217,Retailer,Mbarara,99501311,18,2006,Cream,167
8218,Wholesaler,Gulu,41625987,10,1752,Flavored Milk,151
8219,Retailer,Kampala,35464125,8,4264,Yogurt,54
8220,Retailer,Mbale,84178421,8,8727,Yogurt,119
8221,Wholesaler,Jinja,79422883,2,2551,Cheese,55
8222,Wholesaler,Mbarara,55637690,18,5177,Yogurt,102
8223,Retailer,Kampala,25928957,11,4657,Flavored Milk,25
8224,Wholesaler,Gulu,9199893,11,9308,Cheese,147
8225,Retailer,Mbale,36993180,19,6587,Yogurt,77
8226,Retailer,Gulu,28116283,11,4106,Cheese,189
8227,Retailer,Gulu,88380680,10,247,Cream,59
8228,Wholesaler,Mbarara,58234649,8,7681,Yogurt,77
8229,Retailer,Kampala,73874123,15,5013,Milk,11
8230,Retailer,Jinja,75463215,8,8018,Milk,84
8231,Retailer,Mbarara,25351904,19,1365,Yogurt,84
8232,Retailer,Mbale,32477439,1,6346,Cream,197
8233,Retailer,Gulu,87062963,3,8152,Cheese,187
8234,Retailer,Mbale,83977475,12,4912,Flavored Milk,138
8235,Retailer,Mbarara,95501773,16,9423,Milk,106
8236,Retailer,Mbarara,27725750,16,3391,Cheese,118
8237,Retailer,Jinja,82580808,17,7797,Flavored Milk,174
8238,Retailer,Gulu,75103577,16,8498,Cheese,160
8239,Retailer,Mbarara,67346672,9,2612,Yogurt,186
8240,Wholesaler,Mbale,16464430,19,1717,Milk,126
8241,Retailer,Jinja,22123177,1,6364,Milk,26
8242,Retailer,Mbale,80761808,18,6463,Milk,80
8243,Retailer,Gulu,88013608,6,2698,Yogurt,152
8244,Wholesaler,Jinja,69455747,6,5784,Flavored Milk,60
8245,Retailer,Jinja,6753787,12,8878,Flavored Milk,164
8246,Wholesaler,Jinja,22813500,3,8249,Powder Milk,18
8247,Retailer,Kampala,92467885,11,1629,Powder Milk,73
8248,Retailer,Jinja,25497116,6,7665,Cream,94
8249,Wholesaler,Mbale,26804312,14,184,Milk,190
8250,Retailer,Mbale,89211476,18,4170,Powder Milk,102
8251,Wholesaler,Gulu,48906699,16,2562,Cream,51
8252,Wholesaler,Mbarara,60279157,13,6155,Flavored Milk,126
8253,Retailer,Mbarara,42259903,1,6897,Powder Milk,79
8254,Retailer,Kampala,43301696,6,8098,Powder Milk,98
8255,Retailer,Jinja,41179628,14,6595,Milk,44
8256,Retailer,Kampala,74050799,17,6082,Flavored Milk,26
8257,Wholesaler,Gulu,49259718,13,1282,Cream,53
8258,Wholesaler,Gulu,22335551,13,9195,Milk,180
8259,Retailer,Mbarara,75448055,9,9780,Flavored Milk,113
8260,Wholesaler,Gulu,21648365,6,957,Cheese,98
8261,Wholesaler,Jinja,35676012,6,9922,Milk,116
8262,Retailer,Mbale,7392918,5,5703,Powder Milk,127
8263,Wholesaler,Gulu,10016716,14,5208,Cream,53
8264,Wholesaler,Kampala,68883802,14,5976,Cream,175
8265,Retailer,Jinja,99229224,4,4139,Cream,178
8266,Wholesaler,Gulu,44406288,2,8860,Powder Milk,162
8267,Retailer,Gulu,57059196,2,7829,Milk,58
8268,Wholesaler,Jinja,26877899,17,5953,Powder Milk,69
8269,Retailer,Gulu,63022484,10,7140,Butter,11
8270,Wholesaler,Mbale,96872286,14,2894,Milk,74
8271,Wholesaler,Mbarara,33913671,19,4351,Flavored Milk,123
8272,Retailer,Jinja,58694231,17,8938,Cream,12
8273,Retailer,Kampala,86172390,11,4353,Cheese,102
8274,Retailer,Gulu,64959328,7,8646,Cheese,151
8275,Retailer,Mbarara,64952782,9,9752,Flavored Milk,182
8276,Wholesaler,Kampala,13322499,14,7599,Yogurt,171
8277,Wholesaler,Kampala,47431936,4,5012,Cream,173
8278,Wholesaler,Mbale,58719967,14,907,Powder Milk,24
8279,Retailer,Mbarara,11377354,17,2442,Milk,46
8280,Wholesaler,Jinja,14151325,19,6821,Cream,147
8281,Wholesaler,Mbarara,23743332,17,7609,Cheese,18
8282,Retailer,Mbarara,36547314,14,4332,Flavored Milk,59
8283,Retailer,Kampala,14006819,13,69,Cheese,172
8284,Wholesaler,Mbale,16020321,14,5507,Cream,55
8285,Retailer,Mbale,49458438,16,2470,Cream,115
8286,Wholesaler,Mbarara,34936876,15,7973,Cream,90
8287,Wholesaler,Mbarara,14174836,19,116,Cream,56
8288,Retailer,Gulu,77428683,11,3183,Cheese,27
8289,Wholesaler,Kampala,54920360,12,835,Cream,122
8290,Retailer,Jinja,87587943,11,6815,Flavored Milk,162
8291,Retailer,Jinja,59835121,5,7785,Butter,172
8292,Wholesaler,Mbale,77002782,8,2182,Cheese,60
8293,Wholesaler,Kampala,27983875,6,9671,Cheese,118
8294,Wholesaler,Mbale,55389591,16,1468,Yogurt,98
8295,Retailer,Jinja,93162535,12,3740,Butter,192
8296,Wholesaler,Mbarara,18131425,6,1597,Yogurt,25
8297,Retailer,Kampala,15899822,13,408,Flavored Milk,97
8298,Retailer,Kampala,54312224,7,1612,Cream,21
8299,Wholesaler,Gulu,91951090,8,4436,Cream,108
8300,Retailer,Mbarara,62271779,12,2227,Powder Milk,68
8301,Wholesaler,Mbarara,18954542,2,3860,Cream,82
8302,Wholesaler,Mbale,28310280,9,528,Milk,121
8303,Wholesaler,Kampala,53277026,13,697,Flavored Milk,174
8304,Wholesaler,Mbale,79789793,17,6725,Butter,41
8305,Wholesaler,Mbarara,99413839,13,313,Powder Milk,194
8306,Wholesaler,Gulu,47998225,16,7152,Flavored Milk,31
8307,Wholesaler,Kampala,74920145,1,8053,Butter,182
8308,Retailer,Mbarara,62325861,7,3792,Powder Milk,107
8309,Wholesaler,Gulu,97778481,13,6696,Yogurt,92
8310,Retailer,Jinja,11602922,14,9803,Cheese,21
8311,Retailer,Mbarara,26763103,17,5250,Flavored Milk,14
8312,Retailer,Jinja,11822150,16,9678,Cream,35
8313,Wholesaler,Mbale,14762006,15,2055,Flavored Milk,125
8314,Retailer,Jinja,25658733,17,3190,Powder Milk,100
8315,Retailer,Mbarara,45534204,2,9149,Cheese,29
8316,Wholesaler,Jinja,89521745,12,179,Flavored Milk,198
8317,Wholesaler,Kampala,93617805,3,9179,Cream,145
8318,Retailer,Mbarara,32537329,9,3768,Flavored Milk,199
8319,Wholesaler,Gulu,21100612,6,864,Powder Milk,191
8320,Wholesaler,Jinja,71828269,6,5899,Milk,89
8321,Wholesaler,Kampala,34611189,7,5656,Powder Milk,67
8322,Wholesaler,Mbale,17832248,8,64,Powder Milk,182
8323,Retailer,Mbale,81769621,3,5355,Powder Milk,14
8324,Wholesaler,Jinja,22545237,15,3538,Milk,168
8325,Wholesaler,Mbale,12120473,6,8948,Cream,32
8326,Wholesaler,Gulu,63732777,11,752,Cheese,158
8327,Retailer,Mbarara,52011190,3,4891,Yogurt,149
8328,Retailer,Kampala,88223168,16,6625,Flavored Milk,13
8329,Wholesaler,Jinja,52286051,6,4181,Powder Milk,46
8330,Wholesaler,Mbale,63348126,11,4892,Flavored Milk,84
8331,Retailer,Mbarara,91262299,8,6210,Yogurt,113
8332,Wholesaler,Gulu,70805346,10,6707,Flavored Milk,126
8333,Wholesaler,Mbale,53592315,10,6542,Yogurt,146
8334,Retailer,Mbale,90949670,3,5549,Cheese,35
8335,Wholesaler,Kampala,43234429,14,2605,Cheese,36
8336,Wholesaler,Gulu,40295574,19,3989,Yogurt,199
8337,Retailer,Gulu,71997677,9,5001,Yogurt,187
8338,Retailer,Jinja,58587819,13,3388,Butter,98
8339,Wholesaler,Kampala,9378065,9,8758,Milk,91
8340,Retailer,Jinja,72072078,12,847,Cream,139
8341,Wholesaler,Kampala,55600508,14,8726,Milk,136
8342,Wholesaler,Gulu,81278208,5,3724,Powder Milk,112
8343,Wholesaler,Kampala,65047064,6,8684,Flavored Milk,163
8344,Retailer,Kampala,10741218,13,6571,Flavored Milk,102
8345,Retailer,Kampala,52601720,13,1703,Yogurt,55
8346,Wholesaler,Mbarara,39996174,6,9255,Powder Milk,79
8347,Wholesaler,Mbarara,19710222,14,9204,Yogurt,160
8348,Retailer,Gulu,62509929,11,8814,Milk,154
8349,Retailer,Kampala,10163509,13,6731,Powder Milk,97
8350,Retailer,Gulu,16240640,12,6049,Powder Milk,113
8351,Wholesaler,Mbarara,84441802,16,865,Flavored Milk,73
8352,Retailer,Kampala,87369261,6,7017,Cream,166
8353,Retailer,Jinja,15363621,9,1260,Milk,61
8354,Wholesaler,Mbarara,34055140,17,3184,Cheese,135
8355,Wholesaler,Mbarara,55821874,16,5505,Milk,103
8356,Wholesaler,Mbarara,19558898,12,604,Milk,137
8357,Retailer,Kampala,51126042,18,2842,Yogurt,33
8358,Wholesaler,Mbale,56633209,9,5915,Flavored Milk,172
8359,Wholesaler,Jinja,6945548,3,6268,Cream,134
8360,Wholesaler,Jinja,89269718,10,6958,Cheese,184
8361,Wholesaler,Gulu,28623531,11,4352,Milk,110
8362,Retailer,Kampala,56683062,2,7902,Milk,60
8363,Wholesaler,Mbarara,71105773,8,1314,Yogurt,11
8364,Retailer,Mbale,53901925,11,6869,Powder Milk,158
8365,Retailer,Kampala,7154350,18,9135,Butter,177
8366,Retailer,Kampala,33934156,7,2354,Flavored Milk,114
8367,Wholesaler,Mbale,47899206,14,4008,Flavored Milk,78
8368,Retailer,Mbarara,9545418,7,5586,Flavored Milk,44
8369,Wholesaler,Kampala,94050057,1,9480,Milk,181
8370,Wholesaler,Jinja,28141600,12,1867,Milk,172
8371,Wholesaler,Jinja,62574065,1,816,Milk,92
8372,Retailer,Mbale,23926658,3,622,Powder Milk,162
8373,Wholesaler,Mbarara,27274724,2,4513,Butter,89
8374,Wholesaler,Mbale,23361846,3,5370,Milk,40
8375,Wholesaler,Kampala,71934967,4,7798,Flavored Milk,189
8376,Retailer,Jinja,89947948,14,800,Powder Milk,172
8377,Retailer,Gulu,93783375,18,2861,Flavored Milk,160
8378,Retailer,Mbale,97235051,5,4506,Yogurt,58
8379,Wholesaler,Gulu,70268529,15,7404,Butter,153
8380,Retailer,Gulu,5508906,16,3604,Cheese,67
8381,Wholesaler,Jinja,96299056,8,2468,Milk,59
8382,Wholesaler,Mbale,52131078,8,5190,Cream,87
8383,Retailer,Gulu,14471717,7,5086,Cheese,73
8384,Wholesaler,Kampala,59344581,6,3038,Milk,61
8385,Retailer,Mbarara,17981906,7,904,Butter,49
8386,Wholesaler,Mbarara,16045107,19,2900,Butter,114
8387,Retailer,Jinja,15870322,1,3429,Flavored Milk,63
8388,Wholesaler,Mbale,47952641,13,243,Butter,123
8389,Wholesaler,Mbale,32398914,7,9819,Powder Milk,106
8390,Wholesaler,Mbarara,94713909,1,9722,Powder Milk,154
8391,Wholesaler,Kampala,11072664,10,8988,Cream,141
8392,Wholesaler,Mbarara,86112547,13,5011,Cheese,65
8393,Retailer,Mbarara,23700597,4,4790,Cheese,39
8394,Wholesaler,Mbale,6230384,7,5682,Butter,117
8395,Retailer,Gulu,24957019,6,8391,Cheese,171
8396,Retailer,Kampala,32756581,6,8033,Powder Milk,181
8397,Retailer,Mbale,82283359,11,7199,Milk,135
8398,Wholesaler,Mbarara,76531762,9,5803,Yogurt,113
8399,Wholesaler,Gulu,54831464,7,4947,Cream,190
8400,Wholesaler,Kampala,68508070,9,7019,Powder Milk,136
8401,Retailer,Jinja,88232362,6,5382,Flavored Milk,96
8402,Wholesaler,Kampala,84526645,19,6584,Yogurt,42
8403,Wholesaler,Kampala,22626493,14,8170,Cheese,87
8404,Retailer,Mbarara,7317910,1,9917,Flavored Milk,45
8405,Retailer,Mbarara,89943425,16,5840,Cream,27
8406,Retailer,Jinja,14008265,9,723,Yogurt,128
8407,Retailer,Jinja,24973319,15,3751,Yogurt,60
8408,Retailer,Jinja,8046734,19,1410,Cheese,194
8409,Retailer,Mbale,95189804,10,3117,Flavored Milk,181
8410,Wholesaler,Mbale,21064958,16,1494,Powder Milk,19
8411,Retailer,Mbarara,72824987,3,5537,Powder Milk,48
8412,Wholesaler,Mbarara,43637845,19,5229,Flavored Milk,193
8413,Wholesaler,Jinja,87455521,13,3403,Yogurt,58
8414,Wholesaler,Mbale,45662816,14,6430,Flavored Milk,67
8415,Retailer,Gulu,79096006,7,6831,Cream,85
8416,Wholesaler,Mbale,12418839,2,6110,Powder Milk,111
8417,Retailer,Mbarara,83289497,14,7262,Flavored Milk,160
8418,Retailer,Mbale,64427377,17,5969,Milk,144
8419,Wholesaler,Mbarara,33068873,13,5910,Cheese,54
8420,Retailer,Jinja,35841422,2,1820,Powder Milk,119
8421,Wholesaler,Jinja,54946682,5,5960,Cheese,98
8422,Wholesaler,Jinja,59062167,4,9944,Milk,64
8423,Retailer,Gulu,73919754,3,244,Cream,133
8424,Wholesaler,Gulu,65801127,14,8816,Cream,192
8425,Wholesaler,Mbarara,74460756,11,5904,Yogurt,175
8426,Wholesaler,Kampala,21513127,8,5964,Butter,156
8427,Retailer,Gulu,13781053,9,4736,Powder Milk,118
8428,Wholesaler,Mbarara,29363749,16,4693,Yogurt,159
8429,Retailer,Mbale,43628686,3,8630,Milk,20
8430,Retailer,Jinja,65325326,10,7924,Flavored Milk,140
8431,Wholesaler,Jinja,7106916,1,1802,Milk,156
8432,Wholesaler,Jinja,99558508,9,710,Cheese,100
8433,Retailer,Mbarara,58711475,16,5665,Flavored Milk,144
8434,Retailer,Jinja,26998932,9,2882,Yogurt,128
8435,Wholesaler,Gulu,56600875,12,8538,Flavored Milk,43
8436,Wholesaler,Mbale,60022675,1,5663,Cheese,20
8437,Retailer,Jinja,90068704,16,7020,Milk,14
8438,Retailer,Mbarara,11429954,8,6920,Cream,80
8439,Retailer,Mbale,54174887,14,380,Yogurt,173
8440,Retailer,Jinja,82373867,14,6827,Butter,14
8441,Retailer,Kampala,21914774,10,9526,Cream,193
8442,Wholesaler,Jinja,76997786,1,9320,Butter,142
8443,Retailer,Gulu,94503522,6,5451,Milk,36
8444,Retailer,Mbale,66065112,9,6965,Yogurt,102
8445,Wholesaler,Gulu,31500350,19,9116,Cream,164
8446,Wholesaler,Kampala,33186453,16,3916,Cream,169
8447,Retailer,Kampala,86704071,19,6163,Yogurt,98
8448,Retailer,Gulu,47198263,11,7476,Flavored Milk,123
8449,Wholesaler,Mbale,61783333,11,1635,Cream,107
8450,Retailer,Kampala,7626961,14,2990,Powder Milk,24
8451,Retailer,Kampala,97881307,7,6339,Milk,114
8452,Wholesaler,Jinja,47624907,12,6455,Flavored Milk,107
8453,Retailer,Mbarara,32273663,5,1552,Milk,191
8454,Wholesaler,Kampala,42104385,1,795,Cheese,29
8455,Wholesaler,Mbale,26858427,11,2662,Milk,171
8456,Wholesaler,Mbale,16840771,15,1558,Flavored Milk,136
8457,Wholesaler,Jinja,21235436,10,1820,Yogurt,43
8458,Retailer,Mbale,76297900,15,2011,Milk,124
8459,Wholesaler,Jinja,19146670,13,9837,Cream,183
8460,Retailer,Kampala,70576225,15,7801,Yogurt,30
8461,Retailer,Kampala,19922527,2,3708,Cheese,176
8462,Retailer,Kampala,54208342,13,7027,Butter,49
8463,Retailer,Kampala,67686128,12,6659,Butter,181
8464,Retailer,Mbarara,69886001,4,515,Flavored Milk,173
8465,Wholesaler,Mbarara,75554788,12,2119,Milk,64
8466,Wholesaler,Kampala,30994268,15,2493,Cheese,59
8467,Wholesaler,Mbale,33584612,13,9474,Cheese,195
8468,Wholesaler,Jinja,97087589,2,8386,Yogurt,83
8469,Retailer,Gulu,42401052,16,6613,Powder Milk,83
8470,Wholesaler,Jinja,97764542,14,7566,Cream,47
8471,Retailer,Gulu,45286763,2,3098,Flavored Milk,33
8472,Retailer,Gulu,55214579,17,4092,Cheese,117
8473,Wholesaler,Kampala,20428903,16,4189,Milk,68
8474,Wholesaler,Gulu,97841610,4,4252,Cheese,182
8475,Wholesaler,Kampala,72862861,11,6174,Butter,163
8476,Wholesaler,Mbarara,54640695,13,7823,Flavored Milk,92
8477,Retailer,Mbale,97349680,6,1337,Yogurt,20
8478,Retailer,Gulu,78673833,17,8351,Cream,187
8479,Wholesaler,Mbale,15695586,1,7553,Milk,137
8480,Retailer,Kampala,77978992,9,4869,Butter,195
8481,Retailer,Gulu,68975546,18,2840,Cheese,127
8482,Retailer,Jinja,48152418,11,911,Flavored Milk,171
8483,Wholesaler,Mbarara,7493033,14,8702,Flavored Milk,25
8484,Retailer,Mbarara,36366107,2,1154,Milk,196
8485,Wholesaler,Gulu,94297735,11,5424,Yogurt,10
8486,Wholesaler,Mbarara,36916447,2,793,Butter,50
8487,Retailer,Jinja,66344380,4,2460,Powder Milk,165
8488,Retailer,Mbale,49506438,13,5043,Yogurt,24
8489,Wholesaler,Jinja,54171750,6,8684,Cream,89
8490,Retailer,Mbarara,81828079,7,1883,Cream,183
8491,Retailer,Mbale,51813530,3,935,Milk,41
8492,Wholesaler,Jinja,27943780,4,3654,Milk,48
8493,Wholesaler,Kampala,83427835,3,5407,Butter,82
8494,Wholesaler,Kampala,15815999,1,7139,Flavored Milk,102
8495,Wholesaler,Mbale,26689168,19,3271,Flavored Milk,98
8496,Retailer,Mbale,18017033,13,8393,Butter,148
8497,Retailer,Mbale,86465219,14,6987,Yogurt,43
8498,Wholesaler,Kampala,69090646,16,1646,Cream,59
8499,Wholesaler,Jinja,56960580,4,9913,Butter,181
8500,Wholesaler,Mbale,77632001,17,9776,Powder Milk,23
8501,Retailer,Kampala,34665133,10,9807,Flavored Milk,81
8502,Wholesaler,Mbale,12156375,7,9192,Yogurt,162
8503,Retailer,Mbale,44609361,13,2542,Cheese,187
8504,Wholesaler,Mbale,65653594,13,9583,Yogurt,104
8505,Wholesaler,Kampala,53630295,14,8973,Cream,94
8506,Wholesaler,Jinja,51359580,6,4383,Flavored Milk,169
8507,Retailer,Kampala,61911498,16,588,Milk,64
8508,Retailer,Kampala,36360634,9,8213,Yogurt,87
8509,Retailer,Mbale,50216383,16,818,Cream,162
8510,Wholesaler,Gulu,83745455,12,2906,Yogurt,189
8511,Retailer,Gulu,97073076,16,6955,Milk,193
8512,Retailer,Gulu,48228291,5,2171,Flavored Milk,124
8513,Wholesaler,Kampala,64254477,11,5603,Cheese,133
8514,Wholesaler,Mbale,32832311,1,9976,Cheese,117
8515,Retailer,Gulu,13917033,10,63,Cream,159
8516,Retailer,Mbarara,80246751,11,4757,Butter,56
8517,Retailer,Mbarara,94743099,15,4540,Cheese,60
8518,Retailer,Mbarara,69521906,3,8432,Cheese,79
8519,Wholesaler,Jinja,78837692,15,6043,Yogurt,128
8520,Wholesaler,Mbale,40441923,11,2914,Butter,96
8521,Wholesaler,Kampala,74204180,9,7655,Cheese,84
8522,Retailer,Kampala,24695554,2,4152,Yogurt,31
8523,Retailer,Mbale,61528344,12,1154,Butter,178
8524,Wholesaler,Jinja,13936259,16,2862,Yogurt,86
8525,Wholesaler,Mbale,34115069,16,6181,Milk,184
8526,Retailer,Jinja,36958446,1,701,Flavored Milk,197
8527,Retailer,Gulu,59605903,16,6678,Flavored Milk,123
8528,Wholesaler,Gulu,93865722,6,9622,Flavored Milk,159
8529,Wholesaler,Jinja,96618181,14,7881,Cheese,141
8530,Wholesaler,Mbale,95496094,11,851,Flavored Milk,53
8531,Retailer,Gulu,70653159,1,4594,Flavored Milk,50
