invoice_no,wholesaler_id,age,gender,Product,quantity,price,payment_method,invoice_date,shopping_mall
I244311,C204727,23,Female,Evaporated milk,1,40.66,Cash,11/03/2022,Metrocity
I208028,C325158,48,Female,chocolate milk,5,5250,Credit Card,03/03/2022,Cevahir AVM
I201268,C649525,64,Male,Pasteurized milk 3.0% mg,1,11.73,Cash,31/05/2022,Kanyon
I406982,C283221,50,Female,Pasteurized milk 2.5% mg,2,600.16,Credit Card,23/01/2021,Mall of Istanbul
I259335,C153509,42,Female,Skimmed pasteurized milk,2,81.32,Cash,17/02/2022,Metrocity
I278596,C290548,43,Male,Sterilized whole milk,3,900.24,Cash,12/05/2021,Mall of Istanbul
I156920,C133134,25,Female,Sterilized semi-skimmed milk,3,900.24,Credit Card,26/06/2022,Mall of Istanbul
I189797,C245539,66,Male,Sterilized skimmed milk,3,900.24,Debit Card,22/10/2021,Metropol AVM
I283099,C110711,41,Female,Flavored sterilized milk,1,5.23,Cash,12/12/2021,Kanyon
I108662,C141093,37,Female,Powdered milk 28% mg,3,121.98,Cash,16/09/2021,Metropol AVM
I443008,C299644,43,Female,Powdered milk 26% mg,3,900.24,Credit Card,30/08/2021,Metropol AVM
I756144,C141285,19,Female,Powdered milk 18% mg,2,600.16,Credit Card,29/11/2021,Kanyon
I148225,C120095,64,Female,Powdered milk 20% mg,4,4200,Credit Card,07/06/2021,Mall of Istanbul
I187159,C130462,39,Female,Powdered milk 12% mg,5,3000.85,Debit Card,18/09/2021,Forum Istanbul
I265543,C116092,21,Female,Skimmed powdered milk,2,81.32,Credit Card,03/10/2022,Mall of Istanbul
I169324,C152098,51,Male,Total powdered milk,3,15.69,Cash,14/03/2022,Emaar Square Mall
I186033,C766767,67,Male,Yogurt,5,75.75,Cash,12/01/2023,Kanyon
I307337,C322195,54,Male,Cultured milk,3,1800.51,Debit Card,25/02/2023,Metropol AVM
I988233,C114713,21,Female,Small cheese,2,10.46,Cash,01/11/2021,Forum Istanbul
I713320,C189364,29,Male,Cheese,1,1050,Debit Card,23/11/2021,Zorlu Center
I187305,C150584,32,Female,Cream,3,1800.51,Debit Card,12/03/2022,Kanyon
I193430,C275695,55,Female,Butter,4,1200.32,Credit Card,12/05/2021,Metrocity
I202249,C614595,24,Male,Powdered whey,4,46.92,Cash,30/10/2022,Istinye Park
I910927,C300832,37,Male,Condensed milk,3,900.24,Credit Card,16/01/2023,Kanyon
I602106,C241238,53,Female,Sweetened condensed milk,5,3000.85,Credit Card,26/08/2022,Istinye Park
I289972,C182162,43,Female,Modified milk,5,26.15,Debit Card,26/11/2022,Istinye Park
I109018,C328169,39,Female,Evaporated milk,3,107.52,Credit Card,09/07/2021,Metropol AVM
I333269,C121380,37,Female,chocolate milk,3,1800.51,Debit Card,26/05/2021,Viaport Outlet
I586154,C788630,58,Female,Pasteurized milk 3.0% mg,1,5.23,Cash,14/12/2021,Istinye Park
I264725,C143781,28,Male,Pasteurized milk 2.5% mg,1,35.84,Credit Card,15/07/2022,Mall of Istanbul
I291281,C285797,45,Male,Skimmed pasteurized milk,1,1050,Credit Card,14/04/2022,Metropol AVM
I144506,C174330,21,Female,Sterilized whole milk,4,1200.32,Cash,16/01/2021,Istinye Park
I205315,C430942,39,Female,Sterilized semi-skimmed milk,5,203.3,Cash,03/06/2022,Zorlu Center
I211823,C270543,23,Male,Sterilized skimmed milk,5,1500.4,Debit Card,16/03/2021,Zorlu Center
I160370,C102275,41,Male,Flavored sterilized milk,1,300.08,Credit Card,07/02/2022,Metrocity
I526871,C841591,26,Female,Powdered milk 28% mg,2,10.46,Credit Card,12/04/2021,Metropol AVM
I275001,C162681,51,Male,Powdered milk 26% mg,4,143.36,Debit Card,04/05/2022,Cevahir AVM
I129187,C716629,49,Male,Powdered milk 18% mg,2,81.32,Cash,06/08/2022,Forum Istanbul
I292336,C512978,45,Male,Powdered milk 20% mg,4,1200.32,Cash,09/05/2022,Forum Istanbul
I122881,C289069,33,Male,Powdered milk 12% mg,5,203.3,Cash,22/05/2021,Forum Istanbul
I240283,C812425,53,Female,Skimmed powdered milk,4,2400.68,Cash,10/01/2023,Metropol AVM
I204229,C200576,32,Female,Total powdered milk,1,40.66,Credit Card,25/04/2022,Cevahir AVM
I110467,C155221,40,Male,Yogurt,1,300.08,Cash,08/10/2022,Mall of Istanbul
I316054,C251062,60,Male,Cultured milk,5,1500.4,Debit Card,13/10/2022,Kanyon
I203525,C335061,37,Female,Small cheese,1,300.08,Cash,08/09/2022,Metropol AVM
I186437,C283983,56,Female,Cheese,5,5250,Debit Card,05/12/2022,Kanyon
I136489,C315999,55,Female,Cream,2,600.16,Credit Card,13/03/2022,Metropol AVM
I125636,C987230,68,Male,Butter,1,15.15,Debit Card,16/05/2021,Kanyon
I310984,C921649,54,Female,Powdered whey,2,81.32,Credit Card,26/12/2021,Metrocity
I329288,C327823,56,Female,Condensed milk,3,15.69,Credit Card,12/05/2022,Mall of Istanbul
I278935,C203598,27,Male,Sweetened condensed milk,2,71.68,Cash,14/12/2022,Cevahir AVM
I243503,C224753,41,Female,Modified milk,1,35.84,Debit Card,18/09/2021,Kanyon
I214040,C270797,59,Male,Evaporated milk,4,2400.68,Credit Card,16/11/2022,Istinye Park
I135338,C249974,62,Male,chocolate milk,1,300.08,Credit Card,19/10/2022,Viaport Outlet
I103926,C132495,32,Male,Pasteurized milk 3.0% mg,2,81.32,Credit Card,17/08/2022,Emaar Square Mall
I200763,C304747,47,Male,Pasteurized milk 2.5% mg,2,81.32,Debit Card,23/12/2021,Kanyon
I210726,C266724,42,Female,Skimmed pasteurized milk,5,5250,Cash,16/11/2021,Cevahir AVM
I140666,C494615,33,Male,Sterilized whole milk,3,15.69,Cash,02/08/2021,Metrocity
I328455,C252265,66,Male,Sterilized semi-skimmed milk,5,5250,Credit Card,17/02/2021,Mall of Istanbul
I289097,C319806,55,Female,Sterilized skimmed milk,5,203.3,Cash,06/05/2021,Mall of Istanbul
I173201,C219548,24,Female,Flavored sterilized milk,4,20.92,Credit Card,03/10/2022,Emaar Square Mall
I203880,C184052,64,Female,Powdered milk 28% mg,5,179.2,Debit Card,15/06/2021,Mall of Istanbul
I695490,C206253,27,Female,Powdered milk 26% mg,5,3000.85,Debit Card,14/02/2021,Metrocity
I788206,C249725,62,Female,Powdered milk 18% mg,2,81.32,Credit Card,21/02/2023,Istinye Park
I935474,C224881,68,Female,Powdered milk 20% mg,2,81.32,Debit Card,03/09/2022,Metropol AVM
I308383,C321914,62,Female,Powdered milk 12% mg,3,121.98,Credit Card,20/09/2021,Kanyon
I335039,C209245,36,Male,Skimmed powdered milk,1,11.73,Cash,09/05/2022,Istinye Park
I375865,C130895,64,Male,Total powdered milk,3,900.24,Credit Card,30/05/2022,Kanyon
I300065,C207573,22,Male,Yogurt,4,4200,Cash,12/03/2022,Viaport Outlet
I123471,C257469,26,Female,Cultured milk,5,26.15,Debit Card,25/03/2022,Kanyon
I259780,C795627,37,Female,Small cheese,5,1500.4,Cash,27/09/2021,Istinye Park
I276581,C194674,47,Female,Cheese,1,40.66,Credit Card,14/11/2021,Istinye Park
I187144,C774214,40,Female,Cream,1,35.84,Credit Card,29/05/2022,Metropol AVM
I200005,C120804,58,Female,Butter,1,5.23,Debit Card,09/03/2021,Kanyon
I246910,C156004,32,Male,Powdered whey,2,30.3,Cash,12/02/2022,Istinye Park
I274783,C596756,36,Female,Condensed milk,1,300.08,Credit Card,07/03/2022,Metrocity
I258186,C251433,56,Female,Sweetened condensed milk,4,143.36,Debit Card,05/02/2021,Metrocity
I149861,C288298,41,Female,Modified milk,4,1200.32,Credit Card,05/12/2022,Kanyon
I678783,C148675,34,Female,Evaporated milk,5,26.15,Debit Card,14/04/2021,Mall of Istanbul
I283199,C270726,37,Female,chocolate milk,5,1500.4,Credit Card,04/10/2021,Mall of Istanbul
I262240,C105474,55,Female,Pasteurized milk 3.0% mg,1,40.66,Credit Card,15/01/2023,Mall of Istanbul
I255066,C829423,25,Female,Pasteurized milk 2.5% mg,2,1200.34,Cash,07/06/2022,Kanyon
I110699,C111251,50,Female,Skimmed pasteurized milk,4,1200.32,Cash,07/11/2022,Istinye Park
I172592,C269506,66,Male,Sterilized whole milk,3,1800.51,Cash,05/07/2021,Zorlu Center
I197048,C127041,52,Male,Sterilized semi-skimmed milk,1,300.08,Cash,22/10/2022,Istinye Park
I846448,C870412,24,Female,Sterilized skimmed milk,1,40.66,Debit Card,24/02/2023,Emaar Square Mall
I255738,C108367,52,Male,Flavored sterilized milk,3,15.69,Debit Card,12/04/2022,Kanyon
I309846,C191673,43,Male,Powdered milk 28% mg,3,900.24,Cash,27/02/2021,Mall of Istanbul
I230210,C979970,41,Male,Powdered milk 26% mg,1,40.66,Cash,31/03/2021,Cevahir AVM
I338832,C324708,28,Female,Powdered milk 18% mg,5,1500.4,Credit Card,16/03/2021,Metrocity
I701994,C289614,31,Male,Powdered milk 20% mg,1,5.23,Cash,09/02/2023,Forum Istanbul
I116064,C103877,41,Female,Powdered milk 12% mg,3,1800.51,Credit Card,28/02/2021,Metropol AVM
I233553,C264659,21,Male,Skimmed powdered milk,3,121.98,Cash,26/03/2022,Metrocity
I334498,C108756,45,Female,Total powdered milk,3,121.98,Credit Card,27/01/2023,Istinye Park
I210221,C253975,41,Female,Yogurt,3,45.45,Cash,29/03/2021,Istinye Park
I107367,C773134,42,Male,Cultured milk,3,900.24,Cash,21/01/2021,Metrocity
I240053,C433673,50,Male,Small cheese,1,40.66,Credit Card,22/05/2022,Metrocity
I198312,C271450,42,Female,Cheese,3,900.24,Cash,07/03/2022,Kanyon
I111670,C327098,25,Female,Cream,2,600.16,Credit Card,30/07/2022,Kanyon
I631073,C132270,39,Female,Butter,5,3000.85,Debit Card,10/04/2021,Emaar Square Mall
I304483,C193793,23,Male,Powdered whey,5,179.2,Cash,05/03/2022,Viaport Outlet
I110493,C320229,67,Male,Condensed milk,2,30.3,Debit Card,20/04/2021,Mall of Istanbul
I224918,C275631,42,Female,Sweetened condensed milk,5,26.15,Credit Card,01/11/2022,Kanyon
I176867,C462416,63,Female,Modified milk,2,600.16,Credit Card,13/02/2023,Metrocity
I225893,C245407,53,Male,Evaporated milk,4,46.92,Credit Card,10/04/2021,Emaar Square Mall
I462596,C269497,32,Male,chocolate milk,5,26.15,Debit Card,25/05/2022,Metrocity
I990095,C190709,43,Male,Pasteurized milk 3.0% mg,2,1200.34,Debit Card,26/12/2022,Mall of Istanbul
I112841,C291389,22,Female,Pasteurized milk 2.5% mg,2,600.16,Credit Card,19/05/2021,Metropol AVM
I177064,C593370,30,Male,Skimmed pasteurized milk,4,20.92,Debit Card,21/12/2022,Mall of Istanbul
I293058,C303552,20,Female,Sterilized whole milk,3,900.24,Cash,17/06/2021,Kanyon
I714982,C747740,40,Female,Sterilized semi-skimmed milk,2,81.32,Credit Card,23/11/2022,Istinye Park
I259581,C791362,61,Male,Sterilized skimmed milk,4,1200.32,Credit Card,19/03/2021,Kanyon
I272468,C132400,44,Male,Flavored sterilized milk,5,1500.4,Cash,30/08/2022,Zorlu Center
I773945,C677850,55,Female,Powdered milk 28% mg,4,162.64,Cash,12/12/2022,Metropol AVM
I488800,C263908,54,Female,Powdered milk 26% mg,2,10.46,Credit Card,11/10/2021,Istinye Park
I539167,C205165,23,Male,Powdered milk 18% mg,3,107.52,Cash,16/12/2021,Zorlu Center
I614933,C290106,61,Female,Powdered milk 20% mg,1,300.08,Cash,05/05/2021,Cevahir AVM
I307328,C174747,37,Male,Powdered milk 12% mg,1,300.08,Cash,14/05/2022,Mall of Istanbul
I195795,C191147,43,Female,Skimmed powdered milk,2,10.46,Cash,21/11/2022,Viaport Outlet
I316501,C249906,33,Male,Total powdered milk,4,2400.68,Cash,13/11/2022,Mall of Istanbul
I105482,C129846,18,Male,Yogurt,5,1500.4,Cash,17/08/2021,Mall of Istanbul
I269076,C155333,30,Female,Cultured milk,1,35.84,Debit Card,20/08/2021,Forum Istanbul
I235877,C272155,68,Female,Small cheese,5,179.2,Debit Card,06/03/2021,Mall of Istanbul
I323413,C266213,34,Male,Cheese,1,300.08,Debit Card,09/01/2022,Kanyon
I404845,C622685,34,Female,Cream,1,15.15,Credit Card,09/04/2021,Forum Istanbul
I249846,C832010,59,Female,Butter,2,10.46,Debit Card,17/02/2023,Kanyon
I110354,C288597,22,Female,Powdered whey,5,1500.4,Debit Card,18/08/2022,Mall of Istanbul
I175688,C259229,30,Female,Condensed milk,5,203.3,Debit Card,10/09/2022,Kanyon
I467431,C724217,50,Female,Sweetened condensed milk,3,107.52,Debit Card,25/06/2021,Metropol AVM
I175461,C913425,68,Female,Modified milk,3,15.69,Cash,26/10/2022,Kanyon
I157207,C255828,49,Female,Evaporated milk,1,300.08,Cash,22/02/2022,Cevahir AVM
I193060,C219791,38,Male,chocolate milk,5,179.2,Credit Card,18/05/2022,Mall of Istanbul
I255430,C981925,51,Male,Pasteurized milk 3.0% mg,3,121.98,Debit Card,13/02/2023,Mall of Istanbul
I165932,C237757,44,Male,Pasteurized milk 2.5% mg,3,121.98,Credit Card,04/03/2023,Cevahir AVM
I123656,C238083,64,Male,Skimmed pasteurized milk,2,600.16,Cash,21/04/2022,Kanyon
I338093,C306266,31,Female,Sterilized whole milk,4,1200.32,Credit Card,27/07/2022,Mall of Istanbul
I543510,C199858,34,Female,Sterilized semi-skimmed milk,1,1050,Debit Card,27/01/2022,Kanyon
I177444,C179915,40,Male,Sterilized skimmed milk,3,900.24,Debit Card,09/01/2023,Emaar Square Mall
I248527,C307014,58,Female,Flavored sterilized milk,1,600.17,Credit Card,30/05/2021,Viaport Outlet
I103907,C280853,56,Male,Powdered milk 28% mg,4,1200.32,Cash,04/10/2022,Forum Istanbul
I109766,C106066,57,Female,Powdered milk 26% mg,5,26.15,Cash,06/11/2022,Metrocity
I195981,C257683,38,Female,Powdered milk 18% mg,1,600.17,Credit Card,06/08/2021,Kanyon
I583553,C364009,55,Female,Powdered milk 20% mg,3,35.19,Debit Card,24/11/2021,Mall of Istanbul
